file,participant,condition,conflict_text,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
1a,1134,as3party,"Someone got a bit frustrated at their partner because he/she was not doing their part of the project. The person went up to them to say ""what's going on"". Person doesn't care that they're not pulling their weight. Other person visually upset. The partner hangs out with friends instead of working on the project due soon. Therefore, the person must work on the project themselves. When presenting other person does their slides and gets equal credit even though they did nothing. Friends in class knows person stayed up all night doing project. Classmates even says good job to specific person, yet other partner is just happy to get a good grade. Person still frustrated at partner but has to move on.",122,63.76,90.5,62.75,56.75,12.2,19.67,97.54,54.92,12.3,7.38,0,0,0,1.64,5.74,4.92,6.56,14.75,9.02,8.2,4.1,3.28,20.49,3.28,0.82,1.64,0,3.28,6.56,4.1,2.46,0.82,1.64,0,22.95,0,5.74,0.82,0.82,13.11,0.82,1.64,0.82,0.82,3.28,6.56,2.46,0,1.64,0.82,0.82,0,0,0,0.82,12.3,4.92,1.64,1.64,4.1,0,4.1,12.3,1.64,18.03,4.92,9.02,4.92,9.02,0,0,0.82,0,0,0,0,0,0,0,0,14.75,8.2,1.64,0,0,0,0,0,1.64,2.46,0,0.82
1a,1138,as3party,"Had an argument where one of the party was getting jealous of the other because they got into a relationship. The party was always worried about losing friendship with the other party and was always bringing up how less they feel compared to the boyfriend. The party that was in a relationship always had to hear the other party talk about her emotions and always had to stop the other party from crying. The consistent topic discussion made both parties miserable but managed to communicate enough to salvage the friendship. However, the other party tends to not think about the jealous party's feelings and the party had to seek advice from others. The party did not like how the other party sought advice from people because she was worried about how other people perception saw her.",135,88.48,89.59,29.55,88.52,22.5,20.74,94.07,54.07,10.37,3.7,0,0,0,2.22,1.48,6.67,13.33,14.81,6.67,6.67,7.41,0.74,15.56,2.96,1.48,2.96,0.74,1.48,16.3,9.63,5.93,2.22,2.22,2.22,21.48,0,0.74,2.22,0.74,19.26,3.7,4.44,0,0,2.96,8.15,4.44,1.48,0.74,1.48,0,0,0,0,0,16.3,11.85,0.74,1.48,1.48,1.48,10.37,3.7,0,8.15,0.74,3.7,3.7,0.74,8.89,0,0,0,0,0,0,0,0,0,0,5.93,4.44,0.74,0,0,0,0,0,0,0.74,0,0
1a,1143,as3party,"my best friend is best friends with her cousin, they weren't friends when they were little, they didn't even care for one another is what my best friend told me when she started hanging out with her. at first i didn't think much over their friendship i was happy for my best friend because she finally had someone who could understand how it feels like to have divorce parents. But as their friendship continued my best friend started to change she wasn't the same anymore. She started to push a lot of people a way and would only be friends with her cousin. But i see that she does agree with her cousin is doing and makes her feel. she always makes her bad about her self and i don't know how to help her i told her to cut off the friendship because its not good for her. I know my best friend can sometimes act as a ""mom"" but thats because she has always taken care of everyone around her ad now she wants to be free from that and live her youth too. every-time i hangout with my best friend she tells me how she feels and how she doesn't know how to tell her cousin how she feels because she might not validate her feelings. she might think that she was being drastic which makes me mad because if she was truly my best friend's friend she would care for her feelings and wouldn't make her feel the way she feels. which is even hard for my best friend to describe how she feels. I wish i could talk to her cousin to make her realized she hurting my friend but i know i shouldn't involved in this, my best friend will one day be able too say how she feels hopefully soon.",308,4.14,86.52,3.87,96.26,28,12.34,97.4,62.66,26.95,22.08,7.79,0,0,12.66,1.62,4.87,1.95,10.71,11.04,7.14,9.09,3.25,23.38,5.19,4.55,4.55,0.97,1.3,7.47,6.17,1.3,0,0.32,0.32,25.65,2.6,4.22,12.99,0,21.75,5.84,6.17,3.25,2.27,1.62,3.57,4.55,0.32,0.32,3.9,0.32,0,0.32,0,0,12.01,6.82,3.9,3.9,3.9,0.32,5.19,14.94,2.27,9.09,0.65,2.92,5.52,0,0.65,0,0.32,0,0,0.32,0,0,0.32,0,0,8.44,3.57,0.97,0,0,0,0,0.32,0.65,2.92,0,0
1a,1146,as3party,"When walking around the store an employee was approached by a rather aggressive looking customer. As soon as eye contact was made the customer began to speak in a very loud and agitated voice about how the mask mandate was garbage an infringing on their right to do ""whatever the hell I want."" The employee stood there and listened until the customer was done, and then calmly tried to explain that the mask mandate was out of their control and that there was nothing that they could do. In response to this the customer became even more angry, and said that they would report the employee to their boss. The employee tried to talk down the customer but nothing worked, so they called down their manager who then kicked the customer out of the store. It was obvious that neither of them were looking to kick the customer out, but they were becoming too aggressive and were beginning to pose a threat not only to the employee and their boss, but also to other customers.",175,64.16,61.26,15.29,1,29.17,21.14,96,64,12,6.29,0.57,0,0,0,5.71,5.71,11.43,15.43,9.14,8,10.86,2.29,20,4,2.29,2.29,0,0.57,4,0,3.43,0.57,3.43,0,10.29,0,0.57,0,0,11.43,1.71,2.29,2.29,0,1.71,4,4.57,1.71,2.86,0,0.57,0.57,0,0,0,9.14,0,1.71,6.86,0.57,0.57,13.14,4,1.71,10.86,1.14,5.71,4,10.29,0,0,5.71,0.57,0,0.57,0.57,0,0,0,0,7.43,3.43,2.86,0,0,0,0,0,1.14,0,0,0
1a,1151,as3party,"These 2 boys are fighting over money. One claims that they payed the other back, and the other claims they did not. They seem to be somewhat agitated over the topic. One pulls out the receipts to prove that they did pay for the food, and then the other person agrees.",51,63.46,65.27,66.34,5.16,12.75,7.84,90.2,62.75,19.61,7.84,0,0,0,0,7.84,11.76,11.76,11.76,7.84,3.92,5.88,1.96,11.76,0,0,0,5.88,1.96,5.88,1.96,3.92,0,3.92,0,13.73,0,0,0,1.96,13.73,3.92,0,0,3.92,1.96,7.84,0,0,0,0,1.96,0,0,0,1.96,3.92,0,0,3.92,0,0,3.92,5.88,1.96,11.76,1.96,7.84,3.92,3.92,0,0,5.88,0,0,0,0,0,0,0,0,11.76,7.84,3.92,0,0,0,0,0,0,0,0,0
1a,1157,as3party,multiple people sitting at a table all looking at a notebook. The notebook has a math equation on it and the students are huddled around trying to solve the problem for themselves. Two people are having a heated argument as to the correct approach to the problem and the argument has escalated to a screaming match as they wait for more people to add to either side of the argument. some students have solved the equation and chosen which answer is the correct one. the majority has sided with one solution and the argument slowly dies out as the people who didn't get the same answer are shown the process the opposition took to arrive at their answer with no errors in their equations.,124,99,76.6,17.2,1,24.8,21.77,87.9,51.61,5.65,3.23,0,0,0,0,3.23,2.42,16.13,17.74,8.06,0.81,5.65,1.61,16.13,4.84,4.84,1.61,2.42,5.65,5.65,0,5.65,0,3.23,0,10.48,0,0,0,0,12.1,4.84,2.42,1.61,1.61,2.42,1.61,1.61,0.81,0.81,0,0,0,0,0,0,10.48,0,3.23,2.42,3.23,1.61,2.42,11.29,0,10.48,2.42,7.26,1.61,2.42,0,0,0,0,0.81,0,0,0,0,0,0,4.84,4.03,0,0,0,0,0,0,0,0.81,0,0
1a,1161,as3party,"I was standing in the check-out lane at a grocery store one evening, behind a woman who happened to have a large amount of groceries in her basket. She was a disgruntled-looking old woman, with a coarse voice and dark gray hair. She carried a 6-pack of beer from the bagging area and back into her cart, waiting rather impatiently for the checker to finish scanning everything. The check was a young girl, probably a teenager or early twenties, and rushed with an anxious look on her face to scan all of the items. Just as their transaction was ending, the checker notified the old woman that her EBT card had been declined. Now, if you know anything about EBT cards, often enough you'll have to let a cashier know the exact amount of money on the card if it won't pay for the whole amount. However this fact didn't seem to be going over well for either of them, and the lack of communication between the two was starting to aggravate the old woman. She started making snarky remarks, things you ""You have no clue what you're doing, do you?"" among other things. To make matters worse, the checker girl's computer screen popped up with an error message requiring a manager to come over and fix it. So now we were waiting in line, in painfully awkward silence, for this manager to come over and do whatever they needed to do. The checker looked so anxious and embarrassed, that all she could do was stand there and try to calm down the mad old woman. By the time the manager came over and sorted out the whole issue, the personality of the old woman had switched like night & day. She had a huge smile on her face and celebrated that everything was fixed. She even told the checker to have a good day. By the time she left and it was my turn to pay, I could see the relief on the young girls face that the whole thing was over!",345,87.57,83.79,16.15,10.95,21.56,15.07,88.99,56.81,12.75,7.25,0.87,0.29,1.74,3.48,0.87,5.51,11.59,15.94,8.99,4.06,5.22,0.87,16.52,3.19,1.16,0.87,1.16,2.61,4.06,1.45,2.61,1.45,0.58,0,11.88,0,0,6.09,0,8.41,1.16,0.87,2.03,2.32,1.74,2.32,3.77,2.61,0.87,0.29,2.03,0.87,0.29,0,0.87,6.09,1.16,0.58,3.77,0.29,0.58,6.67,6.96,0.87,16.23,2.03,7.54,6.96,2.03,0.87,0,1.45,0,0,0.29,0,0,0,0.29,0,12.75,4.06,4.93,0,0,0.29,0.29,0.87,0.58,1.45,0,0.29
1a,1168,as3party,"A conflict that was occurring was about a person wanting cereal and not getting what he wanted at that instant. The person he was asking at that very moment was cooking for 11 other people. Afraid to burn the food and risk serving them late she told the man to wait. He waited and became impatient. She was very busy and didn't notice he ran off. He later came back angry and told on the girl. The girl was upset that he, was upset at her for a minor situation. This conflict didn't get resolved right away as he didn't want the cereal anymore and caused a scene.",108,50.37,84.58,6.77,1,13.5,11.11,91.67,56.48,17.59,10.19,0,0,0,9.26,0.93,7.41,9.26,11.11,9.26,3.7,6.48,3.7,22.22,7.41,1.85,0.93,0.93,0,6.48,0.93,5.56,4.63,0.93,0,18.52,0,0,4.63,7.41,11.11,2.78,0.93,2.78,0,0,4.63,0.93,0,0,0.93,1.85,0,0,0,1.85,4.63,0,0.93,0.93,1.85,0.93,15.74,3.7,0,16.67,1.85,7.41,8.33,0.93,0.93,0,0,0,0,0,0,0,0,0,0,11.11,7.41,0.93,0,0,0,0,0,0,2.78,0,0
1a,1170,as3party,"There are a boy and a girl who have been friends for a few years. They both started co-coaching three middle schoolers together. The girl usually goes to practice with her hair in a ponytail. This ponytail usually takes her a while to put up, because her hair can be difficult. At practice, sometimes the boy will pull on the ponytail and mess it up. The girl doesn't like this, and tells him but is kind of laughing. The laughing confuses him so he thinks that she is joking. She is definitely not joking. She has brought it up a few more times, but he keeps dismissing it. He is acting like she is being dramatic. It is something small, but the girl hates having her hair messed up because redoing it can take forever, especially without a mirror or hairbrush.",141,37.86,85.63,6.82,66.07,12.82,21.99,90.07,59.57,17.02,9.93,0,0,0,9.22,0.71,7.09,9.22,9.22,12.06,4.26,7.8,2.13,19.15,4.26,2.13,0.71,0.71,2.84,6.38,4.26,2.13,0,0.71,0,17.02,0,0.71,8.51,4.96,12.77,0.71,1.42,0,4.96,2.13,4.26,1.42,0,1.42,0,0,0,0,0,0,9.22,1.42,1.42,4.26,1.42,0.71,2.13,16.31,0.71,16.31,2.84,7.8,5.67,1.42,2.84,0,0,0,0,0,0,0,0,0,0,14.18,7.8,4.26,0,0,0,0,0.71,0,1.42,0,0
1a,1173,as3party,"Person 1 asked Person 2 to change the TV show that 2 was currently watching, as it has violent themes that 1 was not comfortable seeing. Person 2 complied and put on a different show. Person 1 insulted Person 2, implying that it is a moral issue to enjoy such a show. Person 2 left the room. Person 1 apologized, but 2 did not find the apology sufficient. 1 then broke down, claiming that they were not being listened to. They complained that those around them, including person 2, often speak over them. 1 then cited 2's fast-paced communication style as evidence of 2 being ruthlessly competitive and needing to be the first person to speak. 2 explains that their brain simply sees the conversations as not needing to be stretched and simply requiring a question and answer. 1 says that it is more important to guide the person asking the question to the answer and that the fast  response time is rude to others in the conversation. 2 brought in a third party to mediate a conversation about communication styles.",183,83.07,89.54,27.91,17.79,16.64,18.58,83.61,45.9,9.84,2.73,0,0,0,0,2.73,7.1,8.74,12.02,6.56,3.28,6.01,2.19,16.39,4.37,2.73,0,10.93,0.55,4.92,2.19,2.73,0,1.64,0.55,18.58,0,0,0,0,11.48,3.83,2.19,1.09,1.64,0,3.83,5.46,3.28,2.19,0,0.55,0.55,0,0,0,7.65,3.28,1.09,3.83,0,0,5.46,7.1,1.09,10.93,2.73,4.92,4.37,1.09,1.09,0.55,0,0.55,0,0,0,0,0,0,0,10.38,6.01,3.28,0,0,0,0,0.55,0,0.55,0,0
1a,1176,as3party,"Tutu and John are working with a group of other college students to raise money for the Portland Black Resilience Fund. Together they are selling specially designed t-shirts and working together to promote them. John, is rude and constantly argues with the other members of the group but Tutu. He starts arguments, calls the other members names, and ignores them. This behavior towards the other members in the group but Tutu, causes tension between Tutu and John's relationship. Because, Tutu feels the need to apologize for John's behavior and make up for it. Due to this, Tutu and John also begin to argue and it hurts their friendship as they are best friends. John and Tutu have varying views on how to promote the shirts and also have different aligning political beliefs. As tensions begin to rise between the two he also begins to treat Tutu as he does the other members of the group.",156,82,87.57,10.47,1,17.33,23.72,85.26,50.64,10.9,5.13,0,0,0,1.92,3.21,5.77,7.69,16.03,4.49,3.21,12.82,0,11.54,4.49,3.21,0.64,0.64,2.56,6.41,1.28,5.13,1.28,2.56,0.64,16.67,0,0.64,0,1.92,9.62,1.28,2.56,0.64,0,0,5.13,2.56,1.28,0,1.28,1.28,1.28,0,0,0,13.46,7.69,3.21,3.21,1.92,0,0,9.62,0,9.62,1.92,4.49,3.85,4.49,0,0,1.92,0.64,0,0,0,0,0,0,0,11.54,5.77,3.85,0,0,0,0,0.64,0,1.28,0,0
1a,1180,as3party,Person A and Person B had a promise. Person A found out about this promise being broken and decided to become angry with person B due to lack of loyalty. Person B then decides to act out again and break the promise again. And not just once but twice. Person A finally decides to forgive Person B but then Person A is told by Person B they committed it twice again afterwards. Person A is again hurt and doesn't know what to do. Person B describes the reason for their action was because they were in an also hurt situation. They used it as a comping mechanism. Person A understands this. Both Person A and B are hurt.,118,68.99,88.22,62.32,41.07,11.8,14.41,96.61,54.24,7.63,3.39,0,0,0,0,3.39,4.24,10.17,11.86,8.47,6.78,11.02,1.69,16.95,2.54,0.85,0.85,2.54,0.85,7.63,4.24,3.39,0,0.85,2.54,16.1,0,0,0,0,16.1,7.63,2.54,0.85,0,3.39,2.54,2.54,0,0,2.54,0,0,0,0,0,1.69,0.85,0,0,0,0.85,5.93,10.17,1.69,13.56,0.85,3.39,8.47,0,0,0,0,0,0,5.93,0,5.93,0,0,0,9.32,8.47,0,0,0,0,0,0,0,0.85,0,0
1a,1186,as3party,"I see all these kids running on the basketball court, however two blonde kids stand out to me. They seem to be playing a little bit more intense than the rest of the kids. In a matter of seconds I see the blonde kid in the red shirt throwing the kid in the white shirt on the ground. The kid in the red shirt begins to grab for the ball and rip it out of the grasp of the kid in the white. After a few seconds of no luck the kid in the red shirt begins to elbow his counterpart in the chest until he releases the ball. The kid in the white shirt gets up and swings at the kid in the red and knocks him onto the ground. Upon doing so the rest of the kids on the court, team vs team, began to fight. I can't believe my eyes, there is no way that I am witnessing an elementary school brawl right now between 20 11 year olds. The principal and aids are running over now to break it up. immediately when they get over to the court all of the kids just resume playing as if nothing happened. This might have been the strangest series of events I have ever witnessed in my life.",219,99,55.44,77.69,33.65,19.91,10.05,90.87,56.16,8.22,5.94,3.65,0,0,1.37,0.91,2.28,15.53,20.09,4.11,4.11,4.57,1.83,11.87,6.85,2.28,0.46,1.37,2.74,2.28,1.37,0.91,0,0.46,0,9.13,0,0,0,1.37,6.39,1.37,0,0.46,1.83,1.83,2.28,6.39,5.48,0,0.91,4.57,3.65,0.91,0.46,0,7.76,0.91,0.91,5.48,1.37,0,1.37,8.22,0.46,20.09,1.37,12.33,5.94,2.28,4.11,0,0,0,0,0,0,0,0,0,0,7.31,5.02,1.83,0,0,0,0,0,0,0.46,0,0
